text: Vilis Lamb, Mint and Rosemary Pies 160g 	sent:0	vilis lamb, mint and rosemary pies 160g	[pie|NP][pies|NP][mint|NP][rosemary|NP][lamb|NP]
text:Lakeland recalls Flower &amp  White Bake On Strong White Bread Flour because of undeclared wheat (gluten).	sent:0	lakeland recalls flower &amp  white bake on strong white bread flour because of undeclared wheat (gluten).	[white|ADJP][strong|ADJP][wheat|NP][bake|NP][amp|NP][recall|VP][flour|NP][bread flour|NP][flower|NP][bread|NP][gluten|NP][lakeland|NP][undeclared|ADJP][recalls|VP]
text:Lakeside Foods, Inc. Recalls Season’s Choice Frozen Sweet Peas Because of Possible Health	sent:0	lakeside foods, inc. recalls season’s choice frozen sweet peas because of possible health	[sweet|ADJP][peas|NP][recalls|VP][recall|VP][frozen|ADJP][possible|ADJP][season|NP][frozen sweet|ADJP][pea|NP][lakeside|ADJP][foods|NP][health|NP][choice|NP]
text:Lakeside Refrigerated Services Recalls Ground Beef Products  Due to Possible E. coli O103 Contamination	sent:0	lakeside refrigerated services recalls ground beef products  due to possible e. coli o103 contamination	[lakeside|VP][recall|VP][due|ADJP][beef|NP][possible|ADJP][services|NP][refrigerate|ADJP][service|NP][refrigerated|ADJP][contamination|NP][products|NP][product|NP][recalls|VP]
text:Lakeview Cheese and Bashas’ Family of Stores Issue Voluntary Cheese Recall	sent:0	lakeview cheese and bashas’ family of stores issue voluntary cheese recall	[issue|NP][lakeview|NP][recall|NP][family|NP][store|NP][cheese|NP][voluntary|ADJP][stores|NP]
text:Lam Brothers Pty Ltd—Emma Instant Coconut Milk Powder 50g	sent:0	lam brothers pty ltd—emma instant coconut milk powder 50g	[pty|NP][ltd|NP][instant|NP][lam|NP][powder|NP][milk|NP][coconut|NP][brothers|NP][brother|NP][emma|ADJP]
text:Lamb Weston Issues Allergy Alert on Undeclared Milk in Red Robin Burgers and Brews Crispy Onion Rings Sold in Grocery Stores	sent:0	lamb weston issues allergy alert on undeclared milk in red robin burgers and brews crispy onion rings sold in grocery stores	[allergy|NP][milk|NP][grocery store|NP][sell|VP][grocery stores|NP][issues|NP][weston|NP][robin|NP][rings|NP][store|NP][lamb|NP][grocery|NP][grocery store|NP][red|ADJP][onion|NP][grocery stores|NP][sold in grocery stores|VP][sold|VP][brews|NP][ring|NP][alert|ADJP][stores|NP][issue|NP][undeclared|ADJP][crispy|NP]
text:Lancaster Foods Recalls All Conventional Butternut Squash Items That Were Processed between the Dates of 12/22/20 and 01/08/21 Due to Possible Health Risk	sent:0	lancaster foods recalls all conventional butternut squash items that were processed between the dates of 12/22/20 and 01/08/21 due to possible health risk	[items|NP][item|NP][recall|VP][due|ADJP][processed|VP][possible|ADJP][squash|NP][lancaster|NP][risk|NP][conventional|ADJP][process|VP][dates|NP][foods|NP][butternut|ADJP][health|NP][date|NP][recalls|VP]
text:Land O’Frost Recalls Sausage Product Due to Misbranding	sent:0	land o’frost recalls sausage product due to misbranding	[product|NP][recall|VP][land|NP][due|ADJP][sausage|NP][recalls|VP]
text:Landies Candies Co. Inc. Issues Allergy Alert on Undeclared Peanuts on “WEGMANS MILK CHOCOLATE (BIG EAR BUNNY) SUCKER”	sent:0	landies candies co. inc. issues allergy alert on undeclared peanuts on “wegmans milk chocolate (big ear bunny) sucker”	[issues|NP][chocolate milk|NP][allergy|NP][milk|NP][ear|NP][wegmans|ADJP][sucker|NP][candy|NP][bunny ear|NP][candies|NP][peanut|NP][big|ADJP][bunny|NP][alert|NP][milk chocolate|NP][issue|NP][chocolate|NP][undeclared|ADJP][peanuts|NP]
text:Lao Gan Ma Chilli Oil	sent:0	lao gan ma chilli oil	[chilli|NP][gan|NP][oil|NP]
text:Larry’s Custom Meats Inc. Recalls Beef Tongue Products That May Contain Specified Risk Materials	sent:0	larry’s custom meats inc. recalls beef tongue products that may contain specified risk materials	[custom|NP][specified|VP][specify|VP][recall|VP][meats|NP][beef|NP][risk|NP][meat|NP][larry|NP][products|NP][tongue|NP][material|NP][contain|VP][product|NP][materials|NP][recalls|VP]
text:Lasco brand Coconut Cream Powder recalled due to undeclared milk	sent:0	lasco brand coconut cream powder recalled due to undeclared milk	[recall|VP][cream|NP][brand|NP][coconut|ADJP][due|ADJP][milk|NP][recalled|VP][powder|NP][undeclared|ADJP]
text:Laser Corned Beef Products Produced Without Benefit of Import Inspection	sent:0	laser corned beef products produced without benefit of import inspection	[corned|VP][beef products|NP][import|NP][benefit|NP][beef|NP][produced|VP][corn|VP][products|NP][inspection|NP][laser|NP][product|NP][produce|VP][beef products|NP]
text:Latin Foods Market Issues Voluntary Nationwide Recall of Artri King Reforzado Con Ortiga Y Omega 3 Due to the Presence of Undeclared Diclofenac and Dexamethasone	sent:0	latin foods market issues voluntary nationwide recall of artri king reforzado con ortiga y omega 3 due to the presence of undeclared diclofenac and dexamethasone	[diclofenac|NP][issues|NP][recall|NP][due|ADJP][dexamethasone|NP][omega|NP][market|NP][con|NP][nationwide|ADJP][latin|NP][voluntary|ADJP][foods|NP][issue|NP][undeclared|ADJP][presence|NP][king|NP]
text:Latina Fresh—Creamy Chicken Pesto 700g	sent:0	latina fresh—creamy chicken pesto 700g	[creamy|ADJP][pesto|NP][chicken|NP][latina|NP][fresh|ADJP]
text:Lawncourt Harvest Ltd recalls Munchy Seeds Honey Seeds due to possible contamination with small stones and pieces of glass	sent:0	lawncourt harvest ltd recalls munchy seeds honey seeds due to possible contamination with small stones and pieces of glass	[seeds|NP][seed|NP][small|ADJP][ltd|NP][due|ADJP][recall|VP][possible|ADJP][honey|NP][stones|NP][piece|NP][stone|NP][contamination|NP][harvest|NP][pieces|NP][munchy|ADJP][recalls|VP]
text:Lay's Potato Chips	sent:0	lay's potato chips	[chips|VP][potato|NP][chip|VP]
text:Le Fedou, Fromagerie De Hyelzas Sas Recalls “Tomme Brebis Fedou Cheese” and “Soureliette Cheese” because of Possible Health Risk	sent:0	le fedou, fromagerie de hyelzas sas recalls “tomme brebis fedou cheese” and “soureliette cheese” because of possible health risk	[recall|VP][de|NP][possible|ADJP][risk|NP][le|ADJP][tomme|ADJP][cheese|NP][health|NP][fromagerie|ADJP][recalls|VP]
text:Le Petit Belge, LLC Issues Allergy Alert on Undeclared Milk in Belgian Boys Mini Pancakes	sent:0	le petit belge, llc issues allergy alert on undeclared milk in belgian boys mini pancakes	[issues|NP][le|NP][boys|NP][allergy|NP][milk|NP][llc|NP][pancake|NP][boy|NP][petit|ADJP][alert|NP][pancakes|NP][belgian|NP][undeclared|ADJP][issue|NP][mini|ADJP]
text:Le Pic brand Saint-Félicien cheese recalled due to E. coli O26	sent:0	le pic brand saint-félicien cheese recalled due to e. coli o26	[recall|VP][le|NP][brand|NP][due|ADJP][pic|VP][recalled|VP][cheese|NP]
text:Le Secret de Maurice brand Soft Surface Ripened Cheese recalled due to generic E. coli	sent:0	le secret de maurice brand soft surface ripened cheese recalled due to generic e. coli	[recall|VP][cheese|NP][brand|NP][surface|NP][due|ADJP][maurice|NP][recalled|VP][soft surface|NP][generic|ADJP][ripen|VP][ripened|VP][soft|ADJP]
text:Leadbetters brand Cowboy Burgers recalled due to possible spoilage	sent:0	leadbetters brand cowboy burgers recalled due to possible spoilage	[recall|VP][brand|NP][due|ADJP][possible|ADJP][recalled|VP][spoilage|NP][cowboy|NP]
text:Leader Slaughterhouse, LLC Recalls Veal Carcasses Produced Without Full Benefit of Inspection	sent:0	leader slaughterhouse, llc recalls veal carcasses produced without full benefit of inspection	[carcasses|NP][recalls|VP][recall|VP][produced|VP][inspection|NP][llc|NP][full|ADJP][benefit|NP][veal|NP][leader|NP][slaughterhouse|NP][carcass|NP][produce|VP]
text:Lean Culinary Services, LLC Recalls Ready To Eat Chicken Salad Products due to Possible Listeria Contamination	sent:0	lean culinary services, llc recalls ready to eat chicken salad products due to possible listeria contamination	[listeria|NP][recall|VP][due|ADJP][culinary|ADJP][possible|ADJP][services|NP][salad|NP][ready|ADJP][lean|VP][llc|NP][service|NP][products|NP][contamination|NP][eat|VP][chicken|NP][product|NP][recalls|VP]
text:Lean Ground Beef and Extra Lean Ground Beef recalled due to pieces of plastic	sent:0	lean ground beef and extra lean ground beef recalled due to pieces of plastic	[recall|VP][extra|ADJP][due|ADJP][plastic|NP][beef|NP][piece|NP][recalled|VP][lean|ADJP][pieces|NP]
text:Lebanese Butcher Slaughter, Inc. Recalls Beef, Goat, and Lamb Products Due To Misbranding and Being Produced Without Benefit of Full Inspection	sent:0	lebanese butcher slaughter, inc. recalls beef, goat, and lamb products due to misbranding and being produced without benefit of full inspection	[recalls|VP][recall|VP][due|ADJP][benefit|NP][produced|VP][slaughter|NP][beef|NP][full|ADJP][butcher|NP][inspection|NP][goat|NP][lamb|NP][products|NP][lebanese|VP][product|NP][produce|VP]
text:Lee Seed Company, Inc. Issues Allergy Alert on Undeclared Milk in Yogurt Super Soynuts	sent:0	lee seed company, inc. issues allergy alert on undeclared milk in yogurt super soynuts	[issues|NP][lee|NP][allergy|NP][milk|NP][company|NP][alert|NP][yogurt|ADJP][seed|NP][undeclared|ADJP][issue|NP]
text:Leg Ham – Microbial contamination (Listeria monocytogenes) – 22 June 2012	sent:0	leg ham – microbial contamination (listeria monocytogenes) – 22 june 2012	[june|NP][listeria|NP][listeria monocytogenes|NP][22|NP][contamination|NP][leg|NP][ham|NP][microbial|ADJP][listeria monocytogenes|NP]
text:Legendary Baking Issues Allergy Alert for Potential Undeclared Pecan in Product Labeled as French Silk Pie	sent:0	legendary baking issues allergy alert for potential undeclared pecan in product labeled as french silk pie	[issues|NP][potential|ADJP][pecan|NP][baking|ADJP][alert|ADJP][labeled|VP][product|NP][french|ADJP][silk|NP][pie|NP][issue|NP][legendary|ADJP][label|VP][undeclared|ADJP]
text:Legendary Baking Issues Allergy Alert-Almonds and Egg in Salted Caramel Chocolate Almond Pie Allergens Declared but Listed Under “May Contain”	sent:0	legendary baking issues allergy alert-almonds and egg in salted caramel chocolate almond pie allergens declared but listed under “may contain”	[issues|NP][declared|VP][salt|ADJP][salted|ADJP][list|VP][allergy|NP][almond|VP][baking|ADJP][declare|VP][legendary|ADJP][caramel|ADJP][egg|NP][pie|NP][allergens|NP][issue|NP][contain|VP][chocolate|NP][listed|VP]
text:Leggo's Basil Pesto	sent:0	leggo's basil pesto	[basil|NP][pesto|NP][leggo|NP]
text:Lehi Valley Trading Company Issues Allergy Alert on Undeclared Peanut Allergen in Yogurt Raisins	sent:0	lehi valley trading company issues allergy alert on undeclared peanut allergen in yogurt raisins	[issues|NP][allergy|NP][allergen|NP][peanut|NP][company|NP][yogurt|ADJP][raisin|NP][alert|NP][valley|NP][raisins|NP][lehi|ADJP][undeclared|ADJP][issue|NP]
text:Lei Phat Trading Pty Ltd—Frozen whole fish - Yellow Cat Fish Cleaned & Red Tilapia Gutted	sent:0	lei phat trading pty ltd—frozen whole fish - yellow cat fish cleaned & red tilapia gutted	[pty|NP][phat|NP][fish|NP][ltd|NP][red|ADJP][frozen|ADJP][whole|ADJP][tilapia|NP][cat|NP][lei|NP][yellow|ADJP]
text:Lelièvre, Lelièvre & Lemoignan ltée. brand « Homards cuits » recalled due to Listeria monocytogenes	sent:0	lelièvre, lelièvre & lemoignan ltée. brand « homards cuits » recalled due to listeria monocytogenes	[recall|VP][listeria|NP][listeria monocytogenes|NP][due|ADJP][recalled|VP][ltée|NP][brand|NP][listeria monocytogenes|NP]
text:Lenard's Pty Ltd—Minced Chicken products	sent:0	lenard's pty ltd—minced chicken products	[pty|NP][ltd|NP][pty ltd|NP][products|NP][chicken|NP][product|NP][minced|ADJP][lenard|NP][mince|ADJP]
text:Lenny & Larry’s, Inc. Conducts Nationwide Voluntary Recall of Chocolate Chip and Coconut Chocolate Chip Complete Cookie Recall Due To Possible Undeclared Milk in Dark Chocolate Chips	sent:0	lenny & larry’s, inc. conducts nationwide voluntary recall of chocolate chip and coconut chocolate chip complete cookie recall due to possible undeclared milk in dark chocolate chips	[milk|NP][chocolate chip|NP][recall|NP][due|ADJP][possible|ADJP][lenny|NP][complete|ADJP][chip|NP][dark|ADJP][nationwide|ADJP][voluntary|ADJP][chip|NP][chocolate|NP][cookie|NP][chocolate chips|NP][larry|NP][conduct|VP][chips|NP][coconut|NP][conducts|VP][undeclared|ADJP]
text:Lenny and Larry’s Complete Cookie Chocolate Chip recalled due to undeclared milk	sent:0	lenny and larry’s complete cookie chocolate chip recalled due to undeclared milk	[complete|ADJP][recall|VP][due|ADJP][chocolate chip cookie|NP][milk|NP][larry|NP][recalled|VP][chip|NP][chocolate|NP][undeclared|ADJP][cookie|NP][lenny|NP]
text:Leonard Novelty Bakery Announced a Recall Involving Carrot Cake Squares Due to Undeclared Walnuts	sent:0	leonard novelty bakery announced a recall involving carrot cake squares due to undeclared walnuts	[carrot|NP][leonard|ADJP][involve|VP][announced|VP][bakery|NP][due|ADJP][recall|NP][walnuts|NP][cake|NP][novelty|NP][announce|VP][walnut|NP][square|NP][squares|NP][involving|VP][undeclared|ADJP]
text:Leonidas boxed assortment of Belgian Chocolates may contain varieties with undeclared sesame seeds and nuts	sent:0	leonidas boxed assortment of belgian chocolates may contain varieties with undeclared sesame seeds and nuts	[seeds|NP][seed|NP][belgian chocolates|NP][boxed|VP][belgian chocolates|NP][nuts|NP][undeclared|ADJP][belgian|NP][sesame|NP][variety|NP][varieties|NP][chocolates|NP][contain|VP][assortment|NP][belgian chocolate|NP][belgian chocolate|NP][chocolate|NP]
text:Les Aliments O Sole Mio, Inc., Recalls Poultry Products Produced without Benefit of Inspection	sent:0	les aliments o sole mio, inc., recalls poultry products produced without benefit of inspection	[recalls|VP][recall|VP][produced|VP][benefit|NP][mio|NP][poultry|NP][inspection|NP][aliments|VP][products|NP][aliment|VP][sole|ADJP][product|NP][les|NP][produce|VP]
text:Les Brioche recalls its Les Brioche Pain au lait Brioche Rolls 8 Pack because of undeclared soya	sent:0	les brioche recalls its les brioche pain au lait brioche rolls 8 pack because of undeclared soya	[soya|NP][rolls|NP][recall|VP][roll|NP][lait|NP][pack|NP][pain|NP][brioche|ADJP][undeclared|ADJP][au|NP][recalls|VP]
text:Les Chateaux De France, Inc. Recalls Bacon-Wrapped Scallops due to Misbranding and an Undeclared Allergen	sent:0	les chateaux de france, inc. recalls bacon-wrapped scallops due to misbranding and an undeclared allergen	[chateaux|NP][les|ADJP][recall|VP][due|ADJP][scallop|NP][france|ADJP][allergen|NP][scallops|NP][misbranding|NP][undeclared|ADJP][recalls|VP]
text:Les Viandes Forget brand Beef Trimming recalled due to E. coli O157:H7	sent:0	les viandes forget brand beef trimming recalled due to e. coli o157:h7	[brand|NP][due|ADJP][recall|VP][beef|NP][recalled|VP][forget|VP][trimming|VP][trim|VP]
text:Let's Do Lunch, Inc., dba Integrated Food Service, Expands Voluntary Recall	sent:0	let's do lunch, inc., dba integrated food service, expands voluntary recall	[recall|NP][integrate|VP][expands|VP][service|NP][let|VP][integrated|VP][food service|NP][dba|ADJP][voluntary|ADJP][expand|VP][voluntary recall|NP][food|NP][lunch|NP]
text:Let's Do Lunch, Inc., dba Integrated Food Service, Voluntarily Recalls Certain Ready-To-Eat Sandwiches Because Of Possible Health Risk	sent:0	let's do lunch, inc., dba integrated food service, voluntarily recalls certain ready-to-eat sandwiches because of possible health risk	[sandwiches|NP][recall|VP][certain|ADJP][integrate|VP][possible|ADJP][service|NP][let|VP][risk|NP][integrated|VP][food service|NP][dba|ADJP][food|NP][health|NP][lunch|NP][recalls|VP]
text:Li Li Handmade Chicken and Pork Dumplings	sent:0	li li handmade chicken and pork dumplings	[pork|NP][li|NP][dumpling|NP][chicken|NP][dumplings|NP][handmade|NP]
text:Liberty Fruit Company, Inc. Recalls Processed Cantaloupe For Possible Health Risk	sent:0	liberty fruit company, inc. recalls processed cantaloupe for possible health risk	[recall|VP][processed|VP][fruit|NP][possible|ADJP][company|NP][liberty|NP][cantaloupe|NP][risk|NP][process|VP][health|NP][recalls|VP]
text:Licata Enterprises Asks For Volunary Recall of Multiple Vitamin Because of A Possible Fish Allergen Health Risk	sent:0	licata enterprises asks for volunary recall of multiple vitamin because of a possible fish allergen health risk	[fish|NP][ask|VP][recall|NP][vitamin|NP][possible|ADJP][allergen|NP][health|NP][ask for|VP][risk|NP][asks for|VP][enterprise|NP][asks|VP][multiple|ADJP][enterprises|NP]
text:Lidl GB recalls Alesto Californian Pistachios Roasted &amp  Salted because salmonella has been found in the product	sent:0	lidl gb recalls alesto californian pistachios roasted &amp  salted because salmonella has been found in the product	[product|NP][recall|VP][pistachios|NP][salmonella|NP][find|VP][gb|NP][found|VP][californian|NP][amp|NP][salted|VP][salt|VP][pistachio|NP][recalls|VP]
text:Lidl GB recalls Baresa Pesto because of undeclared peanuts	sent:0	lidl gb recalls baresa pesto because of undeclared peanuts	[recalls|VP][recall|VP][pesto|NP][peanut|NP][gb|NP][undeclared|ADJP][peanuts|NP]
text:Lidl GB recalls Birchwood Beef and Pork Mince (23% Fat) because it may contain pieces of plastic	sent:0	lidl gb recalls birchwood beef and pork mince (23% fat) because it may contain pieces of plastic	[pork|NP][recall|VP][fat|ADJP][birchwood|ADJP][plastic|NP][beef|NP][mince|VP][piece|NP][gb|NP][contain|VP][pieces|NP][recalls|VP]
